Angle,Time
1352.0,5.257
1352.8,5.26
1353.6,5.264
1354.4,5.267
1355.2,5.27
1356.0,5.273
1356.8,5.276
1357.6,5.279
1358.4,5.282
1359.2,5.286
1360.0,5.289
1360.8,5.292
1361.6,5.295
1362.4,5.298
1363.2,5.301
1364.0,5.305
1364.8,5.308
1365.6,5.311
1366.4,5.314
1367.2,5.317
1368.0,5.32
1368.8,5.324
1369.6,5.327
1370.4,5.33
1371.2,5.333
1372.0,5.336
1372.8,5.339
1373.6,5.342
1374.4,5.346
1375.2,5.349
1376.0,5.352
1376.8,5.355
1377.6,5.358
1378.4,5.361
1379.2,5.365
1380.0,5.368
1380.8,5.371
1381.6,5.374
1382.4,5.377
1383.2,5.38
1384.0,5.383
1384.8,5.386
1385.6,5.39
1386.4,5.393
1387.2,5.396
1388.0,5.399
1388.8,5.402
1389.6,5.405
1390.4,5.408
1391.2,5.411
1392.0,5.415
1392.8,5.418
1393.6,5.421
1394.4,5.424
1395.2,5.427
1396.0,5.43
1396.8,5.433
1397.6,5.436
1398.4,5.439
1399.2,5.443
1400.0,5.446
1400.8,5.449
1401.6,5.452
1402.4,5.455
1403.2,5.458
1404.0,5.461
1404.8,5.464
1405.6,5.467
1406.4,5.47
1407.2,5.474
1408.0,5.477
1408.8,5.48
1409.6,5.483
1410.4,5.486
1411.2,5.489
1412.0,5.492
1412.8,5.495
1413.6,5.498
1414.4,5.501
1415.2,5.504
1416.0,5.507
1416.8,5.511
1417.6,5.514
1418.4,5.517
1419.2,5.52
1420.0,5.523
1420.8,5.526
1421.6,5.529
1422.4,5.532
1423.2,5.535
1424.0,5.538
1424.8,5.541
1425.6,5.544
1426.4,5.547
1427.2,5.55
1428.0,5.553
1428.8,5.556
1429.6,5.559
1430.4,5.563
1431.2,5.566
1432.0,5.569
1432.8,5.572
1433.6,5.575
1434.4,5.578
1435.2,5.581
1436.0,5.584
1436.8,5.587
1437.6,5.59
1438.4,5.593
1439.2,5.596
1440.0,5.599
1440.8,5.602
1441.6,5.605
1442.4,5.608
1443.2,5.611
1444.0,5.614
1444.8,5.618
1445.6,5.621
1446.4,5.624
1447.2,5.627
1448.0,5.63
1448.8,5.633
1449.6,5.636
1450.4,5.639
1451.2,5.642
1452.0,5.645
1452.8,5.648
1453.6,5.651
1454.4,5.654
1455.2,5.657
1456.0,5.66
1456.8,5.663
1457.6,5.666
1458.4,5.669
1459.2,5.672
1460.0,5.675
1460.8,5.678
1461.6,5.681
1462.4,5.684
1463.2,5.687
1464.0,5.69
1464.8,5.693
1465.6,5.696
1466.4,5.699
1467.2,5.702
1468.0,5.705
1468.8,5.708
1469.6,5.711
1470.4,5.714
1471.2,5.717
1472.0,5.72
1472.8,5.723
1473.6,5.726
1474.4,5.729
1475.2,5.732
1476.0,5.735
1476.8,5.738
1477.6,5.741
1478.4,5.744
1479.2,5.747
1480.0,5.75
1480.8,5.753
1481.6,5.756
1482.4,5.759
1483.2,5.762
1484.0,5.765
1484.8,5.768
1485.6,5.771
1486.4,5.774
1487.2,5.777
1488.0,5.78
1488.8,5.783
1489.6,5.786
1490.4,5.789
1491.2,5.792
1492.0,5.795
1492.8,5.798
1493.6,5.801
1494.4,5.804
1495.2,5.808
1496.0,5.811
1496.8,5.814
1497.6,5.817
1498.4,5.82
1499.2,5.823
1500.0,5.826
1500.8,5.829
1501.6,5.832
1502.4,5.835
1503.2,5.838
1504.0,5.841
1504.8,5.844
1505.6,5.847
1506.4,5.85
1507.2,5.853
1508.0,5.856
1508.8,5.859
1509.6,5.862
1510.4,5.865
1511.2,5.868
1512.0,5.871
1512.8,5.874
1513.6,5.877
1514.4,5.88
1515.2,5.883
1516.0,5.886
1516.8,5.889
1517.6,5.892
1518.4,5.895
1519.2,5.898
1520.0,5.901
1520.8,5.904
1521.6,5.907
1522.4,5.91
1523.2,5.913
1524.0,5.917
1524.8,5.92
1525.6,5.923
1526.4,5.926
1527.2,5.929
1528.0,5.932
1528.8,5.935
1529.6,5.938
1530.4,5.941
1531.2,5.944
1532.0,5.947
1532.8,5.95
1533.6,5.953
1534.4,5.956
1535.2,5.959
1536.0,5.962
1536.8,5.965
1537.6,5.968
1538.4,5.971
1539.2,5.974
1540.0,5.977
1540.8,5.98
1541.6,5.983
1542.4,5.986
1543.2,5.989
1544.0,5.992
1544.8,5.995
1545.6,5.998
1546.4,6.001
1547.2,6.004
1548.0,6.007
1548.8,6.01
1549.6,6.013
1550.4,6.017
1551.2,6.02
1552.0,6.023
1552.8,6.026
1553.6,6.029
1554.4,6.032
1555.2,6.035
1556.0,6.038
1556.8,6.041
1557.6,6.044
1558.4,6.047
1559.2,6.05
1560.0,6.053
1560.8,6.056
1561.6,6.059
1562.4,6.063
1563.2,6.066
1564.0,6.069
1564.8,6.072
1565.6,6.075
1566.4,6.078
1567.2,6.081
1568.0,6.084
1568.8,6.087
1569.6,6.09
1570.4,6.093
1571.2,6.097
1572.0,6.1
1572.8,6.103
1573.6,6.106
1574.4,6.109
1575.2,6.112
1576.0,6.115
1576.8,6.118
1577.6,6.121
1578.4,6.124
1579.2,6.128
1580.0,6.131
1580.8,6.134
1581.6,6.137
1582.4,6.14
1583.2,6.143
1584.0,6.146
1584.8,6.149
1585.6,6.152
1586.4,6.155
1587.2,6.159
1588.0,6.162
1588.8,6.165
1589.6,6.168
1590.4,6.171
1591.2,6.174
1592.0,6.177
1592.8,6.18
1593.6,6.183
1594.4,6.186
1595.2,6.19
1596.0,6.193
1596.8,6.196
1597.6,6.199
1598.4,6.202
1599.2,6.205
1600.0,6.208
1600.8,6.211
1601.6,6.214
1602.4,6.217
1603.2,6.22
1604.0,6.223
1604.8,6.226
1605.6,6.23
1606.4,6.233
1607.2,6.236
1608.0,6.239
1608.8,6.242
1609.6,6.245
1610.4,6.248
1611.2,6.251
1612.0,6.254
1612.8,6.257
1613.6,6.26
1614.4,6.264
1615.2,6.267
1616.0,6.27
1616.8,6.273
1617.6,6.276
1618.4,6.279
1619.2,6.282
1620.0,6.285
1620.8,6.288
1621.6,6.291
1622.4,6.294
1623.2,6.297
1624.0,6.3
1624.8,6.304
1625.6,6.307
1626.4,6.31
1627.2,6.313
1628.0,6.316
1628.8,6.319
1629.6,6.322
1630.4,6.325
1631.2,6.328
1632.0,6.331
1632.8,6.335
1633.6,6.338
1634.4,6.341
1635.2,6.344
1636.0,6.347
1636.8,6.35
1637.6,6.353
1638.4,6.356
1639.2,6.36
1640.0,6.363
1640.8,6.366
1641.6,6.369
1642.4,6.372
1643.2,6.375
1644.0,6.378
1644.8,6.381
1645.6,6.385
1646.4,6.388
1647.2,6.391
1648.0,6.394
1648.8,6.397
1649.6,6.4
1650.4,6.403
1651.2,6.407
1652.0,6.41
1652.8,6.413
1653.6,6.416
1654.4,6.419
1655.2,6.422
1656.0,6.425
1656.8,6.429
1657.6,6.432
1658.4,6.435
1659.2,6.438
1660.0,6.441
1660.8,6.444
1661.6,6.447
1662.4,6.45
1663.2,6.454
1664.0,6.457
1664.8,6.46
1665.6,6.463
1666.4,6.466
1667.2,6.469
1668.0,6.473
1668.8,6.476
1669.6,6.479
1670.4,6.482
1671.2,6.485
1672.0,6.488
1672.8,6.491
1673.6,6.495
1674.4,6.498
1675.2,6.501
1676.0,6.504
1676.8,6.507
1677.6,6.51
1678.4,6.513
1679.2,6.516
1680.0,6.52
1680.8,6.523
1681.6,6.526
1682.4,6.529
1683.2,6.532
1684.0,6.535
1684.8,6.538
1685.6,6.542
1686.4,6.545
1687.2,6.548
1688.0,6.551
1688.8,6.554
1689.6,6.557
1690.4,6.56
1691.2,6.563
1692.0,6.567
1692.8,6.57
1693.6,6.573
1694.4,6.576
1695.2,6.579
1696.0,6.582
1696.8,6.585
1697.6,6.588
1698.4,6.592
1699.2,6.595
1700.0,6.598
1700.8,6.601
1701.6,6.604
1702.4,6.607
1703.2,6.61
1704.0,6.614
1704.8,6.617
1705.6,6.62
1706.4,6.623
1707.2,6.626
1708.0,6.629
1708.8,6.633
1709.6,6.636
1710.4,6.639
1711.2,6.642
1712.0,6.645
1712.8,6.648
1713.6,6.651
1714.4,6.655
1715.2,6.658
1716.0,6.661
1716.8,6.664
1717.6,6.667
1718.4,6.67
1719.2,6.674
1720.0,6.677
1720.8,6.68
1721.6,6.683
1722.4,6.686
1723.2,6.689
1724.0,6.693
1724.8,6.696
1725.6,6.699
1726.4,6.702
1727.2,6.705
1728.0,6.708
1728.8,6.711
1729.6,6.715
1730.4,6.718
1731.2,6.721
1732.0,6.724
1732.8,6.727
1733.6,6.73
1734.4,6.733
1735.2,6.737
1736.0,6.74
1736.8,6.743
1737.6,6.746
1738.4,6.749
1739.2,6.752
1740.0,6.756
1740.8,6.759
1741.6,6.762
1742.4,6.765
1743.2,6.768
1744.0,6.771
1744.8,6.774
1745.6,6.777
1746.4,6.781
1747.2,6.784
1748.0,6.787
1748.8,6.79
1749.6,6.793
1750.4,6.796
1751.2,6.799
1752.0,6.802
1752.8,6.805
1753.6,6.809
1754.4,6.812
1755.2,6.815
1756.0,6.818
1756.8,6.821
1757.6,6.824
1758.4,6.827
1759.2,6.83
1760.0,6.833
1760.8,6.836
1761.6,6.839
1762.4,6.843
1763.2,6.846
1764.0,6.849
1764.8,6.852
1765.6,6.855
1766.4,6.858
1767.2,6.861
1768.0,6.864
1768.8,6.867
1769.6,6.87
1770.4,6.874
1771.2,6.877
1772.0,6.88
1772.8,6.883
1773.6,6.886
1774.4,6.889
1775.2,6.892
1776.0,6.895
1776.8,6.898
1777.6,6.901
1778.4,6.904
1779.2,6.907
1780.0,6.91
1780.8,6.913
1781.6,6.917
1782.4,6.92
1783.2,6.923
1784.0,6.926
1784.8,6.929
1785.6,6.932
1786.4,6.935
1787.2,6.938
1788.0,6.941
1788.8,6.944
1789.6,6.947
1790.4,6.95
1791.2,6.953
1792.0,6.956
1792.8,6.959
1793.6,6.962
1794.4,6.966
1795.2,6.969
1796.0,6.972
1796.8,6.975
1797.6,6.978
1798.4,6.981
1799.2,6.984
1800.0,6.987
1800.8,6.99
1801.6,6.993
1802.4,6.996
1803.2,6.999
1804.0,7.002
1804.8,7.005
1805.6,7.008
1806.4,7.011
1807.2,7.014
1808.0,7.017
1808.8,7.02
1809.6,7.023
1810.4,7.026
1811.2,7.03
1812.0,7.033
1812.8,7.036
1813.6,7.039
1814.4,7.042
1815.2,7.045
1816.0,7.048
1816.8,7.051
1817.6,7.054
1818.4,7.057
1819.2,7.06
1820.0,7.063
1820.8,7.066
1821.6,7.069
1822.4,7.072
1823.2,7.075
1824.0,7.078
1824.8,7.081
1825.6,7.084
1826.4,7.087
1827.2,7.09
1828.0,7.093
1828.8,7.096
1829.6,7.099
1830.4,7.102
1831.2,7.105
1832.0,7.108
1832.8,7.111
1833.6,7.114
1834.4,7.117
1835.2,7.12
1836.0,7.123
1836.8,7.126
1837.6,7.129
1838.4,7.132
1839.2,7.135
1840.0,7.138
1840.8,7.141
1841.6,7.144
1842.4,7.147
1843.2,7.15
1844.0,7.153
1844.8,7.156
1845.6,7.159
1846.4,7.162
1847.2,7.165
1848.0,7.168
1848.8,7.171
1849.6,7.174
1850.4,7.177
1851.2,7.18
1852.0,7.183
1852.8,7.186
1853.6,7.189
1854.4,7.192
1855.2,7.195
1856.0,7.199
1856.8,7.202
1857.6,7.205
1858.4,7.208
1859.2,7.211
1860.0,7.214
1860.8,7.217
1861.6,7.22
1862.4,7.223
1863.2,7.226
1864.0,7.229
1864.8,7.232
1865.6,7.235
1866.4,7.238
1867.2,7.241
1868.0,7.244
1868.8,7.247
1869.6,7.25
1870.4,7.253
1871.2,7.256
1872.0,7.259
1872.8,7.262
1873.6,7.265
1874.4,7.268
1875.2,7.271
1876.0,7.274
1876.8,7.277
1877.6,7.28
1878.4,7.283
1879.2,7.286
1880.0,7.289
1880.8,7.293
1881.6,7.296
1882.4,7.299
1883.2,7.302
1884.0,7.305
1884.8,7.308
1885.6,7.311
1886.4,7.314
1887.2,7.317
1888.0,7.32
1888.8,7.323
1889.6,7.326
1890.4,7.329
1891.2,7.332
1892.0,7.335
1892.8,7.338
1893.6,7.341
1894.4,7.344
1895.2,7.347
1896.0,7.35
1896.8,7.353
1897.6,7.356
1898.4,7.359
1899.2,7.362
1900.0,7.365
1900.8,7.368
1901.6,7.371
1902.4,7.374
1903.2,7.377
1904.0,7.38
1904.8,7.383
1905.6,7.386
1906.4,7.39
1907.2,7.393
1908.0,7.396
1908.8,7.399
1909.6,7.402
1910.4,7.405
1911.2,7.408
1912.0,7.411
1912.8,7.414
1913.6,7.417
1914.4,7.42
1915.2,7.423
1916.0,7.426
1916.8,7.429
1917.6,7.432
1918.4,7.435
1919.2,7.438
1920.0,7.442
1920.8,7.445
1921.6,7.448
1922.4,7.451
1923.2,7.454
1924.0,7.457
1924.8,7.46
1925.6,7.463
1926.4,7.466
1927.2,7.469
1928.0,7.472
1928.8,7.475
1929.6,7.479
1930.4,7.482
1931.2,7.485
1932.0,7.488
1932.8,7.491
1933.6,7.494
1934.4,7.497
1935.2,7.5
1936.0,7.503
1936.8,7.506
1937.6,7.51
1938.4,7.513
1939.2,7.516
1940.0,7.519
1940.8,7.522
1941.6,7.525
1942.4,7.528
1943.2,7.531
1944.0,7.534
1944.8,7.538
1945.6,7.541
1946.4,7.544
1947.2,7.547
1948.0,7.55
1948.8,7.553
1949.6,7.556
1950.4,7.559
1951.2,7.562
1952.0,7.566
1952.8,7.569
1953.6,7.572
1954.4,7.575
1955.2,7.578
1956.0,7.581
1956.8,7.584
1957.6,7.587
1958.4,7.59
1959.2,7.593
1960.0,7.596
1960.8,7.599
1961.6,7.602
1962.4,7.606
1963.2,7.609
1964.0,7.612
1964.8,7.615
1965.6,7.618
1966.4,7.621
1967.2,7.624
1968.0,7.627
1968.8,7.63
1969.6,7.633
1970.4,7.636
1971.2,7.64
1972.0,7.643
1972.8,7.646
1973.6,7.649
1974.4,7.652
1975.2,7.655
1976.0,7.658
1976.8,7.661
1977.6,7.664
1978.4,7.667
1979.2,7.67
1980.0,7.673
1980.8,7.677
1981.6,7.68
1982.4,7.683
1983.2,7.686
1984.0,7.689
1984.8,7.692
1985.6,7.695
1986.4,7.698
1987.2,7.701
1988.0,7.704
1988.8,7.707
1989.6,7.711
1990.4,7.714
1991.2,7.717
1992.0,7.72
1992.8,7.723
1993.6,7.726
1994.4,7.729
1995.2,7.732
1996.0,7.735
1996.8,7.738
1997.6,7.742
1998.4,7.745
1999.2,7.748
2000.0,7.751
2000.8,7.754
2001.6,7.757
2002.4,7.76
2003.2,7.763
2004.0,7.767
2004.8,7.77
2005.6,7.773
2006.4,7.776
2007.2,7.779
2008.0,7.782
2008.8,7.785
2009.6,7.789
2010.4,7.792
2011.2,7.795
2012.0,7.798
2012.8,7.801
2013.6,7.804
2014.4,7.807
2015.2,7.811
2016.0,7.814
2016.8,7.817
2017.6,7.82
2018.4,7.823
2019.2,7.826
2020.0,7.829
2020.8,7.833
2021.6,7.836
2022.4,7.839
2023.2,7.842
2024.0,7.845
2024.8,7.848
2025.6,7.851
2026.4,7.855
2027.2,7.858
2028.0,7.861
2028.8,7.864
2029.6,7.867
2030.4,7.87
2031.2,7.873
2032.0,7.877
2032.8,7.88
2033.6,7.883
2034.4,7.886
2035.2,7.889
2036.0,7.892
2036.8,7.895
2037.6,7.898
2038.4,7.902
2039.2,7.905
2040.0,7.908
2040.8,7.911
2041.6,7.914
2042.4,7.917
2043.2,7.92
2044.0,7.924
2044.8,7.927
2045.6,7.93
2046.4,7.933
2047.2,7.936
2048.0,7.939
2048.8,7.942
2049.6,7.945
2050.4,7.949
2051.2,7.952
2052.0,7.955
2052.8,7.958
2053.6,7.961
2054.4,7.964
2055.2,7.967
2056.0,7.97
2056.8,7.973
2057.6,7.977
2058.4,7.98
2059.2,7.983
2060.0,7.986
2060.8,7.989
2061.6,7.992
2062.4,7.996
2063.2,7.999
2064.0,8.002
2064.8,8.005
2065.6,8.008
2066.4,8.011
2067.2,8.014
2068.0,8.017
2068.8,8.021
2069.6,8.024
2070.4,8.027
2071.2,8.03
2072.0,8.033
2072.8,8.036
2073.6,8.039
2074.4,8.043
2075.2,8.046
2076.0,8.049
2076.8,8.052
2077.6,8.055
2078.4,8.058
2079.2,8.062
2080.0,8.065
2080.8,8.068
2081.6,8.071
2082.4,8.074
2083.2,8.077
2084.0,8.081
2084.8,8.084
2085.6,8.087
2086.4,8.09
2087.2,8.093
2088.0,8.096
2088.8,8.099
2089.6,8.103
2090.4,8.106
2091.2,8.109
2092.0,8.112
2092.8,8.115
2093.6,8.118
2094.4,8.121
2095.2,8.125
2096.0,8.128
2096.8,8.131
2097.6,8.134
2098.4,8.137
2099.2,8.14
2100.0,8.143
2100.8,8.147
2101.6,8.15
2102.4,8.153
2103.2,8.156
2104.0,8.159
2104.8,8.162
2105.6,8.165
2106.4,8.168
2107.2,8.172
2108.0,8.175
2108.8,8.178
2109.6,8.181
2110.4,8.184
2111.2,8.187
2112.0,8.19
2112.8,8.193
2113.6,8.196
2114.4,8.2
2115.2,8.203
2116.0,8.206
2116.8,8.209
2117.6,8.212
2118.4,8.215
2119.2,8.218
2120.0,8.221
2120.8,8.224
2121.6,8.227
2122.4,8.23
2123.2,8.233
2124.0,8.237
2124.8,8.24
2125.6,8.243
2126.4,8.246
2127.2,8.249
2128.0,8.252
2128.8,8.255
2129.6,8.258
2130.4,8.261
2131.2,8.264
2132.0,8.267
2132.8,8.271
2133.6,8.274
2134.4,8.277
2135.2,8.28
2136.0,8.283
2136.8,8.286
2137.6,8.289
2138.4,8.292
2139.2,8.295
2140.0,8.298
2140.8,8.301
2141.6,8.304
2142.4,8.307
2143.2,8.31
2144.0,8.313
2144.8,8.316
2145.6,8.319
2146.4,8.322
2147.2,8.326
2148.0,8.329
2148.8,8.332
2149.6,8.335
2150.4,8.338
2151.2,8.341
2152.0,8.344
2152.8,8.347
2153.6,8.35
2154.4,8.353
2155.2,8.356
2156.0,8.359
2156.8,8.362
2157.6,8.365
2158.4,8.368
2159.2,8.371
2160.0,8.375
2160.8,8.378
2161.6,8.381
2162.4,8.384
2163.2,8.387
2164.0,8.39
2164.8,8.393
2165.6,8.396
2166.4,8.399
2167.2,8.402
2168.0,8.405
2168.8,8.408
2169.6,8.411
2170.4,8.414
2171.2,8.417
2172.0,8.42
2172.8,8.423
2173.6,8.426
2174.4,8.429
2175.2,8.432
2176.0,8.435
2176.8,8.438
2177.6,8.441
2178.4,8.444
2179.2,8.447
2180.0,8.45
2180.8,8.453
2181.6,8.456
2182.4,8.459
2183.2,8.462
2184.0,8.465
2184.8,8.468
2185.6,8.471
2186.4,8.474
2187.2,8.477
2188.0,8.48
2188.8,8.484
2189.6,8.487
2190.4,8.49
2191.2,8.493
2192.0,8.496
2192.8,8.499
2193.6,8.502
2194.4,8.505
2195.2,8.507
2196.0,8.51
2196.8,8.513
2197.6,8.516
2198.4,8.519
2199.2,8.522
2200.0,8.525
2200.8,8.528
2201.6,8.531
2202.4,8.534
2203.2,8.537
2204.0,8.54
2204.8,8.543
2205.6,8.547
2206.4,8.55
2207.2,8.553
2208.0,8.556
2208.8,8.559
2209.6,8.562
2210.4,8.565
2211.2,8.568
2212.0,8.571
2212.8,8.574
2213.6,8.577
2214.4,8.58
2215.2,8.583
2216.0,8.586
2216.8,8.589
2217.6,8.592
2218.4,8.595
2219.2,8.598
2220.0,8.601
2220.8,8.604
2221.6,8.607
2222.4,8.61
2223.2,8.613
2224.0,8.616
2224.8,8.619
2225.6,8.622
2226.4,8.625
2227.2,8.628
2228.0,8.631
2228.8,8.634
2229.6,8.637
2230.4,8.64
2231.2,8.643
2232.0,8.646
2232.8,8.649
2233.6,8.652
2234.4,8.655
2235.2,8.658
2236.0,8.661
2236.8,8.664
2237.6,8.667
2238.4,8.67
2239.2,8.674
2240.0,8.677
2240.8,8.68
2241.6,8.683
2242.4,8.686
2243.2,8.689
2244.0,8.692
2244.8,8.695
2245.6,8.698
2246.4,8.701
2247.2,8.704
2248.0,8.707
2248.8,8.71
2249.6,8.713
2250.4,8.716
2251.2,8.719
2252.0,8.722
2252.8,8.725
2253.6,8.728
2254.4,8.731
2255.2,8.734
2256.0,8.737
2256.8,8.74
2257.6,8.743
2258.4,8.746
2259.2,8.749
2260.0,8.752
2260.8,8.755
2261.6,8.758
2262.4,8.761
2263.2,8.765
2264.0,8.768
2264.8,8.771
2265.6,8.774
2266.4,8.777
2267.2,8.78
2268.0,8.783
2268.8,8.786
2269.6,8.789
2270.4,8.792
2271.2,8.795
2272.0,8.798
2272.8,8.801
2273.6,8.804
2274.4,8.807
2275.2,8.81
2276.0,8.813
2276.8,8.816
2277.6,8.819
2278.4,8.823
2279.2,8.826
2280.0,8.829
2280.8,8.832
2281.6,8.835
2282.4,8.838
2283.2,8.841
2284.0,8.844
2284.8,8.847
2285.6,8.85
2286.4,8.853
2287.2,8.856
2288.0,8.86
2288.8,8.863
2289.6,8.866
2290.4,8.869
2291.2,8.872
2292.0,8.875
2292.8,8.878
2293.6,8.881
2294.4,8.884
2295.2,8.887
2296.0,8.891
2296.8,8.894
2297.6,8.897
2298.4,8.9
2299.2,8.903
2300.0,8.906
2300.8,8.909
2301.6,8.912
2302.4,8.915
2303.2,8.919
2304.0,8.922
2304.8,8.925
2305.6,8.928
2306.4,8.931
2307.2,8.934
2308.0,8.937
2308.8,8.94
2309.6,8.943
2310.4,8.947
2311.2,8.95
2312.0,8.953
2312.8,8.956
2313.6,8.959
2314.4,8.962
2315.2,8.965
2316.0,8.968
2316.8,8.971
2317.6,8.974
2318.4,8.977
2319.2,8.98
2320.0,8.984
2320.8,8.987
2321.6,8.99
2322.4,8.993
2323.2,8.996
2324.0,8.999
2324.8,9.002
2325.6,9.005
2326.4,9.008
2327.2,9.011
2328.0,9.014
2328.8,9.017
2329.6,9.021
2330.4,9.024
2331.2,9.027
2332.0,9.03
2332.8,9.033
2333.6,9.036
2334.4,9.039
2335.2,9.042
2336.0,9.045
2336.8,9.048
2337.6,9.051
2338.4,9.054
2339.2,9.058
2340.0,9.061
2340.8,9.064
2341.6,9.067
2342.4,9.07
2343.2,9.073
2344.0,9.076
2344.8,9.079
2345.6,9.082
2346.4,9.085
2347.2,9.088
2348.0,9.091
2348.8,9.095
2349.6,9.098
2350.4,9.101
2351.2,9.104
2352.0,9.107
2352.8,9.11
2353.6,9.113
2354.4,9.116
2355.2,9.119
2356.0,9.122
2356.8,9.126
2357.6,9.129
2358.4,9.132
2359.2,9.135
2360.0,9.138
2360.8,9.141
2361.6,9.144
2362.4,9.147
2363.2,9.151
2364.0,9.154
2364.8,9.157
2365.6,9.16
2366.4,9.163
2367.2,9.166
2368.0,9.169
2368.8,9.173
2369.6,9.176
2370.4,9.179
2371.2,9.182
2372.0,9.185
2372.8,9.188
2373.6,9.191
2374.4,9.195
2375.2,9.198
2376.0,9.201
2376.8,9.204
2377.6,9.207
2378.4,9.21
2379.2,9.213
2380.0,9.216
2380.8,9.22
2381.6,9.223
2382.4,9.226
2383.2,9.229
2384.0,9.232
2384.8,9.235
2385.6,9.238
2386.4,9.242
2387.2,9.245
2388.0,9.248
2388.8,9.251
2389.6,9.254
2390.4,9.257
2391.2,9.26
2392.0,9.264
2392.8,9.267
2393.6,9.27
2394.4,9.273
2395.2,9.276
2396.0,9.279
2396.8,9.282
2397.6,9.286
2398.4,9.289
2399.2,9.292
2400.0,9.295
2400.8,9.298
2401.6,9.301
2402.4,9.304
2403.2,9.308
2404.0,9.311
2404.8,9.314
2405.6,9.317
2406.4,9.32
2407.2,9.323
2408.0,9.326
2408.8,9.329
2409.6,9.332
2410.4,9.336
2411.2,9.339
2412.0,9.342
2412.8,9.345
2413.6,9.348
2414.4,9.351
2415.2,9.354
2416.0,9.357
2416.8,9.361
2417.6,9.364
2418.4,9.367
2419.2,9.37
2420.0,9.373
2420.8,9.376
2421.6,9.379
2422.4,9.383
2423.2,9.386
2424.0,9.389
2424.8,9.392
2425.6,9.395
2426.4,9.398
2427.2,9.401
2428.0,9.405
2428.8,9.408
2429.6,9.411
2430.4,9.414
2431.2,9.417
2432.0,9.42
2432.8,9.423
2433.6,9.427
2434.4,9.43
2435.2,9.433
2436.0,9.436
2436.8,9.439
2437.6,9.442
2438.4,9.446
2439.2,9.449
2440.0,9.452
2440.8,9.455
2441.6,9.458
2442.4,9.461
2443.2,9.465
2444.0,9.468
2444.8,9.471
2445.6,9.474
2446.4,9.477
2447.2,9.48
2448.0,9.484
2448.8,9.487
2449.6,9.49
2450.4,9.493
2451.2,9.496
2452.0,9.499
2452.8,9.502
2453.6,9.506
2454.4,9.509
2455.2,9.512
2456.0,9.515
2456.8,9.518
2457.6,9.521
2458.4,9.524
2459.2,9.528
2460.0,9.531
2460.8,9.534
2461.6,9.537
2462.4,9.54
2463.2,9.543
2464.0,9.546
2464.8,9.55
2465.6,9.553
2466.4,9.556
2467.2,9.559
2468.0,9.562
2468.8,9.565
2469.6,9.568
2470.4,9.571
2471.2,9.575
2472.0,9.578
2472.8,9.581
2473.6,9.584
2474.4,9.587
2475.2,9.59
2476.0,9.593
2476.8,9.596
2477.6,9.599
2478.4,9.602
2479.2,9.606
2480.0,9.609
2480.8,9.612
2481.6,9.615
2482.4,9.618
2483.2,9.621
2484.0,9.624
2484.8,9.627
2485.6,9.63
2486.4,9.633
2487.2,9.637
2488.0,9.64
2488.8,9.643
2489.6,9.646
2490.4,9.649
2491.2,9.652
2492.0,9.655
2492.8,9.658
2493.6,9.661
2494.4,9.664
2495.2,9.667
2496.0,9.67
2496.8,9.673
2497.6,9.676
2498.4,9.68
2499.2,9.683
2500.0,9.686
2500.8,9.689
2501.6,9.692
2502.4,9.695
2503.2,9.698
2504.0,9.701
2504.8,9.704
2505.6,9.707
2506.4,9.71
2507.2,9.713
2508.0,9.716
2508.8,9.719
2509.6,9.722
2510.4,9.725
2511.2,9.728
2512.0,9.731
2512.8,9.734
2513.6,9.738
2514.4,9.741
2515.2,9.744
2516.0,9.747
2516.8,9.75
2517.6,9.753
2518.4,9.756
2519.2,9.759
2520.0,9.762
2520.8,9.765
2521.6,9.768
2522.4,9.771
2523.2,9.774
2524.0,9.777
2524.8,9.78
2525.6,9.783
2526.4,9.786
2527.2,9.789
2528.0,9.792
2528.8,9.795
2529.6,9.798
2530.4,9.801
2531.2,9.804
2532.0,9.808
2532.8,9.811
2533.6,9.814
2534.4,9.817
2535.2,9.82
2536.0,9.823
2536.8,9.826
2537.6,9.829
2538.4,9.832
2539.2,9.835
2540.0,9.838
2540.8,9.841
2541.6,9.844
2542.4,9.847
2543.2,9.85
2544.0,9.853
2544.8,9.856
2545.6,9.859
2546.4,9.862
2547.2,9.865
2548.0,9.868
2548.8,9.871
2549.6,9.874
2550.4,9.877
2551.2,9.88
2552.0,9.883
2552.8,9.886
2553.6,9.889
2554.4,9.892
2555.2,9.895
2556.0,9.898
2556.8,9.901
2557.6,9.904
2558.4,9.907
2559.2,9.91
2560.0,9.913
2560.8,9.916
2561.6,9.919
2562.4,9.922
2563.2,9.925
2564.0,9.928
2564.8,9.931
2565.6,9.934
2566.4,9.937
2567.2,9.94
2568.0,9.943
2568.8,9.946
2569.6,9.949
2570.4,9.952
2571.2,9.955
2572.0,9.958
2572.8,9.961
2573.6,9.964
2574.4,9.967
2575.2,9.97
2576.0,9.973
2576.8,9.976
2577.6,9.979
2578.4,9.982
2579.2,9.985
2580.0,9.988
2580.8,9.991
2581.6,9.994
2582.4,9.997
2583.2,10.0
2584.0,10.004
2584.8,10.007
2585.6,10.01
2586.4,10.013
2587.2,10.016
2588.0,10.019
2588.8,10.022
2589.6,10.025
2590.4,10.028
2591.2,10.031
2592.0,10.034
2592.8,10.037
2593.6,10.04
2594.4,10.043
